	location	date	total_cases_per_million	new_cases_per_million	new_deaths_per_million	reproduction_rate	total_tests_per_thousand	new_tests_per_thousand	total_vaccinations_per_hundred	people_vaccinated_per_hundred	people_fully_vaccinated_per_hundred	population	life_expectancy
45969	Italy	2021-01-04	35828.292	178.592	5.756	1.06	446.633	1.29	0.32	0.32	0.0	60461828.0	83.51
45970	Italy	2021-01-05	36082.584	254.293	10.734	1.08	448.868	2.235	0.45	0.45	0.0	60461828.0	83.51
45971	Italy	2021-01-06	36418.763	336.179	9.064	1.09	451.822	2.954	0.56	0.56	0.0	60461828.0	83.51
45972	Italy	2021-01-07	36723.352	304.589	6.847	1.06	453.828	2.006	0.71	0.71	0.0	60461828.0	83.51
45973	Italy	2021-01-08	37013.271	289.918	10.254	1.06	456.148	2.32	0.87	0.87	0.0	60461828.0	83.51
45974	Italy	2021-01-09	37343.661	330.39	7.989	1.08	458.994	2.847	1.01	1.01	0.0	60461828.0	83.51
45975	Italy	2021-01-10	37651.706	308.046	5.971	1.06	461.306	2.312	1.11	1.11	0.0	60461828.0	83.51
45976	Italy	2021-01-11	37858.945	207.238	7.41	1.03	462.822	1.516	1.24	1.24	0.0	60461828.0	83.51
45977	Italy	2021-01-12	38094.498	235.554	10.188	0.98	465.164	2.343	1.38	1.38	0.0	60461828.0	83.51
45978	Italy	2021-01-13	38355.374	260.875	8.385	0.94	468.066	2.901	1.53	1.53	0.0	60461828.0	83.51
45979	Italy	2021-01-14	38640.562	285.188	8.634	0.92	470.722	2.656	1.69	1.69	0.0	60461828.0	83.51
45980	Italy	2021-01-15	38907.573	267.011	7.889	0.91	475.245	4.524	1.83	1.83	0.0	60461828.0	83.51
45981	Italy	2021-01-16	39177.33	269.757	7.856	0.9	479.569	4.323	1.94	1.94	0.0	60461828.0	83.51
45982	Italy	2021-01-17	39384.8	207.47	6.235	0.89	483.06	3.491	2.0	2.0	0.0	60461828.0	83.51
45983	Italy	2021-01-18	39530.76	145.96	6.235	0.87	485.684	2.624	2.07	2.06	0.01	60461828.0	83.51
45984	Italy	2021-01-19	39704.357	173.597	9.973	0.86	489.887	4.202	2.13	2.11	0.02	60461828.0	83.51
45985	Italy	2021-01-20	39928.763	224.406	8.667	0.86	494.514	4.627	2.18	2.16	0.02	60461828.0	83.51
45986	Italy	2021-01-21	40161.224	232.461	8.617	0.86	498.939	4.425	2.24	2.18	0.06	60461828.0	83.51
45987	Italy	2021-01-22	40386.705	225.481	7.807	0.87	503.317	4.378	2.28	2.2	0.08	60461828.0	83.51
45988	Italy	2021-01-23	40607.191	220.486	8.071	0.89	508.053	4.736	2.35	2.21	0.13	60461828.0	83.51
45989	Italy	2021-01-24	40799.511	192.32	4.945	0.91	511.629	3.576	2.4	2.22	0.18	60461828.0	83.51
45990	Italy	2021-01-25	40941.071	141.56	6.947	0.93	513.729	2.099	2.52	2.23	0.29	60461828.0	83.51
45991	Italy	2021-01-26	41116.124	175.053	8.948	0.94	517.967	4.239	2.65	2.23	0.42	60461828.0	83.51
45992	Italy	2021-01-27	41367.373	251.249	7.724	0.95	522.826	4.859	2.77	2.24	0.52	60461828.0	83.51
45993	Italy	2021-01-28	41604.878	237.505	8.137	0.94	527.384	4.558	2.92	2.25	0.67	60461828.0	83.51
45994	Italy	2021-01-29	41829.202	224.323	7.889	0.94	531.829	4.445	3.08	2.26	0.82	60461828.0	83.51
45995	Italy	2021-01-30	42039.467	210.265	6.963	0.93	536.758	4.929	3.23	2.27	0.97	60461828.0	83.51
45996	Italy	2021-01-31	42225.518	186.051	3.92	0.94	540.287	3.529	3.33	2.27	1.06	60461828.0	83.51
45997	Italy	2021-02-01	42356.592	131.074	5.441	0.95	542.642	2.356	3.47	2.28	1.19	60461828.0	83.51
45998	Italy	2021-02-02	42516.214	159.621	8.253	0.95	546.685	4.043	3.62	2.29	1.33	60461828.0	83.51
45999	Italy	2021-02-03	42734.236	218.022	7.873	0.96	551.305	4.62	3.78	2.3	1.48	60461828.0	83.51
46000	Italy	2021-02-04	42960.097	225.862	6.963	0.97	555.773	4.468	3.96	2.33	1.63	60461828.0	83.51
46001	Italy	2021-02-05	43195.171	235.074	6.235	0.98	560.247	4.474	4.14	2.35	1.78	60461828.0	83.51
46002	Italy	2021-02-06	43417.443	222.272	6.368	0.99	564.917	4.671	4.26	2.38	1.89	60461828.0	83.51
46003	Italy	2021-02-07	43609.962	192.518	4.466	0.99	568.338	3.42	4.33	2.39	1.94	60461828.0	83.51
46004	Italy	2021-02-08	43741.764	131.802	5.078	1.0	570.724	2.386	4.44	2.44	2.01	60461828.0	83.51
46005	Italy	2021-02-09	43917.28	175.516	6.98	1.0	575.26	4.536	4.55	2.49	2.06	60461828.0	83.51
46006	Italy	2021-02-10	44131.415	214.135	5.557	1.0	580.403	5.144	4.67	2.57	2.1	60461828.0	83.51
46007	Italy	2021-02-11	44381.771	250.356	6.467	1.01	585.242	4.838	4.79	2.66	2.14	60461828.0	83.51
46008	Italy	2021-02-12	44611.552	229.781	5.226	1.0	589.999	4.757	4.91	2.75	2.16	60461828.0	83.51
46009	Italy	2021-02-13	44835.214	223.662	5.144	0.99	594.804	4.805	5.0	2.83	2.17	60461828.0	83.51
46010	Italy	2021-02-14	45018.139	182.925	3.655	0.99	598.205	3.401	5.05	2.87	2.18	60461828.0	83.51
46011	Italy	2021-02-15	45139.604	121.465	4.267	0.99	601.17	2.965	5.15	2.96	2.19	60461828.0	83.51
46012	Italy	2021-02-16	45311.085	171.48	5.557	1.0	605.702	4.532	5.27	3.07	2.2	60461828.0	83.51
46013	Italy	2021-02-17	45510.648	199.564	6.103	1.01	610.572	4.869	5.4	3.19	2.21	60461828.0	83.51
46014	Italy	2021-02-18	45738.147	227.499	5.739	1.04	615.343	4.771	5.54	3.32	2.23	60461828.0	83.51
46015	Italy	2021-02-19	45994.011	255.864	5.756	1.07	620.257	4.914	5.7	3.46	2.24	60461828.0	83.51
46016	Italy	2021-02-20	46240.679	246.668	4.151	1.1	625.319	5.062	5.82	3.58	2.24	60461828.0	83.51
46017	Italy	2021-02-21	46463.134	222.454	3.837	1.12	629.471	4.151	5.91	3.66	2.25	60461828.0	83.51
46018	Italy	2021-02-22	46622.193	159.059	4.532	1.15	632.293	2.823	6.08	3.82	2.26	60461828.0	83.51
46019	Italy	2021-02-23	46842.15	219.957	5.888	1.17	637.319	5.025	6.25	3.99	2.26	60461828.0	83.51
46020	Italy	2021-02-24	47113.428	271.279	5.26	1.2	642.946	5.627	6.45	4.17	2.28	60461828.0	83.51
46021	Italy	2021-02-25	47442.082	328.654	5.094	1.22	648.796	5.85	6.66	4.36	2.3	60461828.0	83.51
46022	Italy	2021-02-26	47780.94	338.858	4.184	1.22	654.178	5.382	6.89	4.56	2.32	60461828.0	83.51
46023	Italy	2021-02-27	48093.567	312.627	4.631	1.21	659.521	5.343	7.09	4.75	2.34	60461828.0	83.51
46024	Italy	2021-02-28	48382.014	288.446	3.176	1.21	663.772	4.251	7.22	4.87	2.36	60461828.0	83.51
46025	Italy	2021-03-01	48598.779	216.765	4.069	1.21	666.594	2.822	7.44	5.05	2.4	60461828.0	83.51
46026	Italy	2021-03-02	48880.99	282.211	5.673	1.21	672.151	5.557	7.71	5.26	2.45	60461828.0	83.51
46027	Italy	2021-03-03	49225.67	344.68	5.739	1.21	678.087	5.936	8.01	5.5	2.52	60461828.0	83.51
46028	Italy	2021-03-04	49603.512	377.842	5.607	1.2	683.704	5.617	8.34	5.74	2.59	60461828.0	83.51
46029	Italy	2021-03-05	50000.622	397.11	4.912	1.19	689.964	6.26	8.67	5.99	2.68	60461828.0	83.51
46030	Italy	2021-03-06	50391.497	390.875	5.078	1.18	695.836	5.872	8.96	6.22	2.74	60461828.0	83.51
46031	Italy	2021-03-07	50734.258	342.762	3.424	1.16	700.324	4.488	9.13	6.35	2.78	60461828.0	83.51
46032	Italy	2021-03-08	50963.858	229.599	5.26	1.15	703.378	3.055	9.43	6.57	2.86	60461828.0	83.51
46033	Italy	2021-03-09	51290.097	326.239	6.219	1.14	709.1	5.722	9.74	6.81	2.94	60461828.0	83.51
46034	Italy	2021-03-10	51658.511	368.414	5.491	1.14	715.072	5.971	10.1	7.07	3.03	60461828.0	83.51
46035	Italy	2021-03-11	52082.729	424.218	6.169	1.13	721.228	6.156	10.46	7.33	3.12	60461828.0	83.51
46036	Italy	2021-03-12	52525.818	443.089	6.285	1.12	727.341	6.114	10.8	7.58	3.23	60461828.0	83.51
46037	Italy	2021-03-13	52956.355	430.536	5.243	1.11	733.51	6.168	11.09	7.79	3.3	60461828.0	83.51
46038	Italy	2021-03-14	53308.709	352.355	4.366	1.09	738.041	4.531	11.27	7.91	3.36	60461828.0	83.51
46039	Italy	2021-03-15	53560.967	252.258	5.855	1.07	741.002	2.961	11.55	8.07	3.48	60461828.0	83.51
46040	Italy	2021-03-16	53897.973	337.006	8.303	1.06	747.111	6.109	11.78	8.19	3.6	60461828.0	83.51
46041	Italy	2021-03-17	54279.04	381.067	7.128	1.05	753.215	6.104	12.05	8.32	3.73	60461828.0	83.51
46042	Italy	2021-03-18	54690.887	411.847	6.996	1.04	759.066	5.851	12.32	8.46	3.86	60461828.0	83.51
46043	Italy	2021-03-19	55116.064	425.177	6.384	1.03	765.1	6.034	12.61	8.62	3.99	60461828.0	83.51
46044	Italy	2021-03-20	55511.57	395.506	6.632	1.03	770.963	5.863	12.89	8.8	4.09	60461828.0	83.51
46045	Italy	2021-03-21	55843.102	331.531	4.962	1.04	775.546	4.583	13.11	8.94	4.17	60461828.0	83.51
46046	Italy	2021-03-22	56248.332	405.231	6.384	1.06	778.344	2.798	13.42	9.15	4.27	60461828.0	83.51
46047	Italy	2021-03-23	56558.264	309.931	9.113	1.02	783.888	5.544	13.79	9.4	4.39	60461828.0	83.51
46048	Italy	2021-03-24	56909.659	351.395	7.608	0.98	789.904	6.016	14.21	9.68	4.53	60461828.0	83.51
46049	Italy	2021-03-25	57301.327	391.669	7.608	0.96	795.684	5.78	14.65	9.98	4.67	60461828.0	83.51
46050	Italy	2021-03-26	57699.529	398.202	7.558	0.95	801.555	5.871	15.09	10.29	4.8	60461828.0	83.51
46051	Italy	2021-03-27	58093.728	394.199	6.285	0.95	807.461	5.906	15.48	10.57	4.91	60461828.0	83.51
46052	Italy	2021-03-28	58417.966	324.238	4.912	0.94	811.972	4.51	15.75	10.77	4.98	60461828.0	83.51
46053	Italy	2021-03-29	58631.324	213.358	6.897	0.93	814.563	2.592	16.14	11.06	5.09	60461828.0	83.51
46054	Italy	2021-03-30	58896.863	265.539	8.749	0.94	819.549	4.986	16.58	11.37	5.21	60461828.0	83.51
46055	Italy	2021-03-31	59291.939	395.076	7.724	0.95	825.355	5.806	17.08	11.72	5.36	60461828.0	83.51
46056	Italy	2021-04-01	59658.848	366.909	8.286	0.92	831.247	5.892	17.55	12.04	5.51	60461828.0	83.51
46057	Italy	2021-04-02	60021.341	362.493	7.955	0.9	836.725	5.477	18.01	12.37	5.64	60461828.0	83.51
46058	Italy	2021-04-03	60372.753	351.412	6.219	0.88	842.666	5.941	18.38	12.64	5.74	60461828.0	83.51
46059	Italy	2021-04-04	60670.743	297.99	5.392	0.86	846.816	4.15	18.54	12.76	5.77	60461828.0	83.51
46060	Italy	2021-04-05	60847.383	176.64	4.896	0.82	848.516	1.7	18.82	12.98	5.84	60461828.0	83.51
46061	Italy	2021-04-06	60975.778	128.395	6.963	0.79	850.384	1.868	19.28	13.32	5.96	60461828.0	83.51
46062	Italy	2021-04-07	61202.136	226.358	10.37	0.8	856.007	5.622	19.81	13.71	6.1	60461828.0	83.51
46063	Italy	2021-04-08	61486.762	284.626	8.055	0.84	861.997	5.99	20.36	14.11	6.25	60461828.0	83.51
46064	Italy	2021-04-09	61799.752	312.991	11.875	0.87	867.769	5.772	20.9	14.52	6.38	60461828.0	83.51
46065	Italy	2021-04-10	62090.035	290.282	5.69	0.89	873.307	5.538	21.42	14.93	6.5	60461828.0	83.51
46066	Italy	2021-04-11	62350.315	260.28	5.475	0.91	877.494	4.186	21.75	15.19	6.57	60461828.0	83.51
46067	Italy	2021-04-12	62512.07	161.755	5.921	0.91	880.647	3.153	22.19	15.52	6.67	60461828.0	83.51
46068	Italy	2021-04-13	62734.342	222.272	7.873	0.92	885.691	5.044	22.66	15.88	6.78	60461828.0	83.51
46069	Italy	2021-04-14	63001.618	267.276	7.757	0.91	891.228	5.537	23.18	16.27	6.91	60461828.0	83.51
46070	Italy	2021-04-15	63282.175	280.557	6.285	0.9	896.514	5.287	23.75	16.68	7.07	60461828.0	83.51
46071	Italy	2021-04-16	63545.532	263.356	7.095	0.89	901.934	5.42	24.37	17.13	7.24	60461828.0	83.51
46072	Italy	2021-04-17	63799.642	254.111	5.127	0.89	907.421	5.487	24.95	17.58	7.38	60461828.0	83.51
46073	Italy	2021-04-18	64009.494	209.851	4.151	0.89	911.227	3.806	25.35	17.88	7.47	60461828.0	83.51
46074	Italy	2021-04-19	64156.082	146.588	5.226	0.9	913.654	2.427	25.85	18.24	7.61	60461828.0	83.51
46075	Italy	2021-04-20	64355.696	199.614	6.45	0.91	918.517	4.863	26.4	18.63	7.77	60461828.0	83.51
46076	Italy	2021-04-21	64584.534	228.839	6.02	0.91	924.306	5.789	27.0	19.04	7.97	60461828.0	83.51
46077	Italy	2021-04-22	64849.925	265.391	5.954	0.92	930.34	6.034	27.65	19.46	8.19	60461828.0	83.51
46078	Italy	2021-04-23	65094.013	244.088	5.656	0.91	935.561	5.221	28.31	19.9	8.41	60461828.0	83.51
46079	Italy	2021-04-24	65322.487	228.475	5.326	0.91	940.867	5.305	28.94	20.34	8.6	60461828.0	83.51
46080	Italy	2021-04-25	65540.096	217.608	3.589	0.92	944.828	3.961	29.37	20.7	8.69	60461828.0	83.51
46081	Italy	2021-04-26	65679.688	139.592	4.978	0.91	947.24	2.412	29.93	21.12	8.84	60461828.0	83.51
46082	Italy	2021-04-27	65851.664	171.976	6.169	0.91	952.247	5.007	30.54	21.55	9.04	60461828.0	83.51
46083	Italy	2021-04-28	66072.994	221.33	5.69	0.91	957.809	5.563	31.2	21.98	9.29	60461828.0	83.51
46084	Italy	2021-04-29	66309.738	236.744	4.763	0.9	963.269	5.459	32.06	22.55	9.59	60461828.0	83.51
46085	Italy	2021-04-30	66532.11	222.372	4.35	0.88	968.872	5.603	32.91	23.1	9.93	60461828.0	83.51
46086	Italy	2021-05-01	66746.526	214.416	3.738	0.86	975.127	6.255	33.62	23.56	10.2	60461828.0	83.51
46087	Italy	2021-05-02	66897.779	151.252	2.382	0.84	977.721	2.595	34.22	23.96	10.42	60461828.0	83.51
46088	Italy	2021-05-03	66996.122	98.343	4.234	0.84	979.736	2.015	34.89	24.43	10.64	60461828.0	83.51
46089	Italy	2021-05-04	67146.845	150.723	5.045	0.84	984.955	5.218	35.62	24.93	10.88	60461828.0	83.51
46090	Italy	2021-05-05	67321.815	174.97	4.416	0.84	990.366	5.411	36.4	25.48	11.14	60461828.0	83.51
46091	Italy	2021-05-06	67516.946	195.131	4.267	0.84	995.735	5.369	37.24	26.03	11.45	60461828.0	83.51
46092	Italy	2021-05-07	67691.42	174.474	3.424	0.83	1001.17	5.435	38.13	26.61	11.78	60461828.0	83.51
46093	Italy	2021-05-08	67859.692	168.271	3.705	0.82	1006.768	5.598	38.96	27.13	12.12	60461828.0	83.51
46094	Italy	2021-05-09	67996.786	137.095	2.299	0.8	1010.506	3.738	39.58	27.54	12.34	60461828.0	83.51
46095	Italy	2021-05-10	68080.757	83.97	3.275	0.79	1012.656	2.15	40.3	28.02	12.6	60461828.0	83.51
46096	Italy	2021-05-11	68195.589	114.833	4.151	0.77	1017.393	4.737	41.04	28.5	12.87	60461828.0	83.51
46097	Italy	2021-05-12	68325.39	129.801	4.333	0.75	1022.467	5.073	41.82	29.02	13.15	60461828.0	83.51
46098	Italy	2021-05-13	68459.061	133.671	3.324	0.74	1027.214	4.747	42.68	29.57	13.47	60461828.0	83.51
46099	Italy	2021-05-14	68584.132	125.071	3.01	0.73	1032.146	4.932	43.57	30.14	13.81	60461828.0	83.51
46100	Italy	2021-05-15	68694.152	110.02	2.249	0.72	1037.019	4.874	44.46	30.72	14.14	60461828.0	83.51
46101	Italy	2021-05-16	68789.22	95.068	1.538	0.71	1040.37	3.35	45.12	31.16	14.4	60461828.0	83.51
46102	Italy	2021-05-17	68846.347	57.127	2.316	0.7	1042.337	1.967	45.89	31.6	14.75	60461828.0	83.51
46103	Italy	2021-05-18	68919.931	73.584	3.324	0.7	1046.684	4.348	46.65	32.06	15.09	60461828.0	83.51
46104	Italy	2021-05-19	69010.897	90.966	2.464	0.69	1051.435	4.751	47.44	32.55	15.41	60461828.0	83.51
46105	Italy	2021-05-20	69105.767	94.87	2.712	0.69	1055.587	4.152	48.34	33.06	15.84	60461828.0	83.51
46106	Italy	2021-05-21	69192.02	86.253	3.606	0.69	1060.049	4.461	49.27	33.58	16.27	60461828.0	83.51
46107	Italy	2021-05-22	69269.986	77.967	2.067	0.68	1064.789	4.74	50.12	34.1	16.67	60461828.0	83.51
46108	Italy	2021-05-23	69336.028	66.042	1.191	0.68	1067.756	2.967	50.79	34.51	16.98	60461828.0	83.51
46109	Italy	2021-05-24	69377.194	41.166	1.819	0.68	1069.534	1.778	51.54	34.96	17.35	60461828.0	83.51
46110	Italy	2021-05-25	69430.451	53.257	2.746	0.68	1073.712	4.179	52.33	35.39	17.74	60461828.0	83.51
46111	Italy	2021-05-26	69495.534	65.082	2.001	0.68	1078.029	4.316	53.18	35.86	18.19	60461828.0	83.51
46112	Italy	2021-05-27	69564.056	68.523	2.828	0.69	1082.064	4.035	54.15	36.36	18.69	60461828.0	83.51
46113	Italy	2021-05-28	69625.864	61.808	2.084	0.68	1086.197	4.133	55.11	36.88	19.16	60461828.0	83.51
46114	Italy	2021-05-29	69681.238	55.374	1.373	0.68	1090.288	4.091	55.97	37.4	19.53	60461828.0	83.51
46115	Italy	2021-05-30	69729.996	48.758	0.728	0.68	1093.008	2.721	56.62	37.81	19.8	60461828.0	83.51
46116	Italy	2021-05-31	69760.064	30.069	1.356	0.67	1094.447	1.439	57.4	38.34	20.15	60461828.0	83.51
46117	Italy	2021-06-01	69801.131	41.067	1.538	0.67	1098.116	3.669	58.17	38.89	20.48	60461828.0	83.51
46118	Italy	2021-06-02	69849.029	47.898	1.025	0.65	1101.858	3.742	58.84	39.44	20.66	60461828.0	83.51
46119	Italy	2021-06-03	69881.496	32.467	0.976	0.64	1103.473	1.615	59.81	40.2	20.93	60461828.0	83.51
46120	Italy	2021-06-04	69923.771	42.275	1.207	0.66	1107.127	3.654	60.84	41.02	21.22	60461828.0	83.51
46121	Italy	2021-06-05	69964.028	40.257	0.943	0.68	1111.074	3.947	61.85	41.84	21.51	60461828.0	83.51
46122	Italy	2021-06-06	70001.655	37.627	0.844	0.69	1113.554	2.48	62.69	42.54	21.72	60461828.0	83.51
46123	Italy	2021-06-07	70022.66	21.005	1.075	0.7	1114.953	1.399	63.62	43.28	21.97	60461828.0	83.51
46124	Italy	2021-06-08	70053.985	31.326	1.687	0.7	1118.606	3.654	64.57	44.04	22.23	60461828.0	83.51
46125	Italy	2021-06-09	70090.339	36.354	1.274	0.7	1122.224	3.618	65.53	44.8	22.5	60461828.0	83.51
46126	Italy	2021-06-10	70124.707	34.369	1.455	0.7	1125.336	3.111	66.56	45.62	22.76	60461828.0	83.51
46127	Italy	2021-06-11	70156.0	31.292	1.141	0.68	1128.935	3.599	67.57	46.42	23.02	60461828.0	83.51
46128	Italy	2021-06-12	70184.481	28.481	0.86	0.67	1132.457	3.522	68.49	47.17	23.21	60461828.0	83.51
46129	Italy	2021-06-13	70207.47	22.99	0.43	0.66	1134.676	2.219	69.2	47.75	23.35	60461828.0	83.51
46130	Italy	2021-06-14	70222.472	15.001	0.595	0.66	1135.981	1.305	70.07	48.29	23.69	60461828.0	83.51
46131	Italy	2021-06-15	70243.195	20.724	1.042	0.65	1139.499	3.518	70.93	48.81	24.04	60461828.0	83.51
46132	Italy	2021-06-16	70266.351	23.155	0.86	0.64	1142.859	3.36	71.84	49.33	24.44	60461828.0	83.51
46133	Italy	2021-06-17	70288.232	21.882	0.612	0.64	1146.173	3.313	72.83	49.85	24.92	60461828.0	83.51
46134	Italy	2021-06-18	70307.203	18.971	0.579	0.62	1149.745	3.573	73.82	50.36	25.41	60461828.0	83.51
46135	Italy	2021-06-19	70326.934	19.731	0.463	0.62	1153.88	4.135	74.73	50.84	25.85	60461828.0	83.51
46136	Italy	2021-06-20	70341.505	14.571	0.281	0.61	1156.37	2.49	75.45	51.21	26.2	60461828.0	83.51
46137	Italy	2021-06-21	70349.51	8.005	0.347	0.61	1157.722	1.352	76.36	51.67	26.66	60461828.0	83.51
46138	Italy	2021-06-22	70363.304	13.794	0.513	0.61	1160.912	3.19	77.29	52.13	27.14	60461828.0	83.51
46139	Italy	2021-06-23	70382.159	18.855	0.496	0.6	1164.187	3.275	78.21	52.59	27.62	60461828.0	83.51
46140	Italy	2021-06-24	70386.559	4.399	0.165	0.57	1167.3	3.113	79.21	53.06	28.15	60461828.0	83.51
46141	Italy	2021-06-25	70398.98	12.421	0.926	0.62	1170.484	3.185	80.21	53.52	28.7	60461828.0	83.51
46142	Italy	2021-06-26	70412.84	13.86	0.662	0.66	1174.197	3.713	81.12	53.95	29.18	60461828.0	83.51
46143	Italy	2021-06-27	70425.74	12.901	0.232	0.71	1176.473	2.276	81.82	54.29	29.55	60461828.0	83.51
46144	Italy	2021-06-28	70432.141	6.401	0.463	0.74	1177.727	1.255	82.73	54.72	30.04	60461828.0	83.51
46145	Italy	2021-06-29	70443.338	11.197	0.695	0.77	1180.88	3.153	83.65	55.12	30.56	60461828.0	83.51
46146	Italy	2021-06-30	70456.173	12.835	0.397	0.81	1183.94	3.06	84.58	55.51	31.11	60461828.0	83.51
46147	Italy	2021-07-01	70470.711	14.538	0.347	0.86	1187.058	3.117	85.51	55.87	31.69	60461828.0	83.51
46148	Italy	2021-07-02	70483.843	13.132	0.463	0.9	1190.353	3.295	86.41	56.19	32.27	60461828.0	83.51
46149	Italy	2021-07-03	70499.208	15.365	0.364	0.94	1194.126	3.773	87.27	56.45	32.87	60461828.0	83.51
46150	Italy	2021-07-04	70512.539	13.331	0.198	0.98	1196.469	2.343	87.94	56.68	33.33	60461828.0	83.51
46151	Italy	2021-07-05	70520.478	7.939	0.513	1.02	1197.703	1.235	88.82	56.94	33.94	60461828.0	83.51
46152	Italy	2021-07-06	70535.479	15.001	0.397	1.08	1200.886	3.183	89.68	57.21	34.55	60461828.0	83.51
46153	Italy	2021-07-07	70552.184	16.705	0.232	1.13	1203.83	2.944	90.57	57.44	35.21	60461828.0	83.51
46154	Italy	2021-07-08	70575.19	23.006	0.215	1.18	1206.721	2.892	91.5	57.62	35.97	60461828.0	83.51
47055	Japan	2021-03-10	3497.971	9.954	0.419	1.04	65.11	0.476	0.12	0.12	0.0	126476458.0	84.63
47056	Japan	2021-03-11	3508.273	10.302	0.356	1.05	65.56	0.449	0.14	0.14	0.0	126476458.0	84.63
47057	Japan	2021-03-12	3518.26	9.986	0.459	1.05	65.999	0.439	0.18	0.18	0.0	126476458.0	84.63
47060	Japan	2021-03-15	3542.161	5.637	0.3	1.06	66.777	0.394	0.23	0.22	0.01	126476458.0	84.63
47061	Japan	2021-03-16	3551.191	9.029	0.451	1.08	67.155	0.378	0.28	0.28	0.01	126476458.0	84.63
47062	Japan	2021-03-17	3563.406	12.216	0.285	1.11	67.826	0.671	0.35	0.33	0.01	126476458.0	84.63
47063	Japan	2021-03-18	3574.95	11.544	0.253	1.12	68.26	0.434	0.4	0.39	0.01	126476458.0	84.63
47064	Japan	2021-03-19	3586.565	11.615	0.261	1.13	68.824	0.564	0.46	0.44	0.02	126476458.0	84.63
47067	Japan	2021-03-22	3614.143	6.215	0.285	1.17	69.608	0.407	0.52	0.49	0.02	126476458.0	84.63
47068	Japan	2021-03-23	3626.137	11.994	0.403	1.21	70.025	0.417	0.55	0.53	0.03	126476458.0	84.63
47069	Japan	2021-03-24	3641.745	15.608	0.166	1.24	70.499	0.474	0.59	0.56	0.03	126476458.0	84.63
47070	Japan	2021-03-25	3656.854	15.11	0.213	1.26	70.994	0.495	0.61	0.58	0.03	126476458.0	84.63
47071	Japan	2021-03-26	3672.486	15.631	0.261	1.27	71.526	0.532	0.65	0.62	0.03	126476458.0	84.63
47074	Japan	2021-03-29	3713.229	10.2	0.229	1.3	72.559	0.571	0.7	0.65	0.05	126476458.0	84.63
47075	Japan	2021-03-30	3730.157	16.928	0.261	1.31	72.885	0.326	0.75	0.67	0.08	126476458.0	84.63
47076	Japan	2021-03-31	3752.801	22.645	0.34	1.32	73.419	0.533	0.79	0.69	0.1	126476458.0	84.63
47077	Japan	2021-04-01	3773.343	20.541	0.142	1.31	73.935	0.517	0.83	0.71	0.12	126476458.0	84.63
47078	Japan	2021-04-02	3794.801	21.459	0.142	1.3	74.419	0.483	0.87	0.72	0.14	126476458.0	84.63
47081	Japan	2021-04-05	3848.874	12.382	0.15	1.27	75.356	0.477	0.95	0.76	0.19	126476458.0	84.63
47082	Japan	2021-04-06	3869.55	20.676	0.174	1.27	75.776	0.419	1.02	0.79	0.23	126476458.0	84.63
47083	Japan	2021-04-07	3896.852	27.302	0.277	1.28	76.238	0.462	1.1	0.82	0.28	126476458.0	84.63
47084	Japan	2021-04-08	3924.454	27.602	0.198	1.28	76.799	0.561	1.18	0.84	0.33	126476458.0	84.63
47085	Japan	2021-04-09	3951.969	27.515	0.111	1.28	77.333	0.535	1.26	0.87	0.39	126476458.0	84.63
47088	Japan	2021-04-12	4019.325	16.707	0.19	1.28	78.406	0.571	1.34	0.9	0.44	126476458.0	84.63
47089	Japan	2021-04-13	4046.595	27.27	0.229	1.3	78.922	0.516	1.39	0.91	0.48	126476458.0	84.63
47090	Japan	2021-04-14	4089.939	43.344	0.387	1.33	79.5	0.578	1.43	0.92	0.51	126476458.0	84.63
47091	Japan	2021-04-15	4125.637	35.698	0.277	1.31	80.151	0.651	1.48	0.94	0.54	126476458.0	84.63
47092	Japan	2021-04-16	4161.304	35.667	0.364	1.28	80.767	0.616	1.54	0.97	0.57	126476458.0	84.63
47093	Japan	2021-04-17	4199.272	37.968	0.324	1.26	81.166	0.399	1.55	0.98	0.57	126476458.0	84.63
47094	Japan	2021-04-18	4231.776	32.504	0.134	1.24	81.408	0.242	1.55	0.99	0.57	126476458.0	84.63
47095	Japan	2021-04-19	4249.755	17.98	0.15	1.22	82.094	0.685	1.67	1.06	0.61	126476458.0	84.63
47096	Japan	2021-04-20	4289.075	39.32	0.419	1.23	82.655	0.561	1.81	1.17	0.63	126476458.0	84.63
47097	Japan	2021-04-21	4331.525	42.451	0.435	1.22	83.417	0.762	1.97	1.31	0.65	126476458.0	84.63
47098	Japan	2021-04-22	4375.217	43.692	0.324	1.2	84.162	0.745	2.13	1.46	0.67	126476458.0	84.63
47099	Japan	2021-04-23	4414.861	39.644	0.443	1.18	84.884	0.722	2.31	1.61	0.69	126476458.0	84.63
47100	Japan	2021-04-24	4459.312	44.451	0.443	1.16	85.344	0.46	2.33	1.64	0.69	126476458.0	84.63
47101	Japan	2021-04-25	4495.864	36.552	0.387	1.14	85.628	0.284	2.35	1.65	0.69	126476458.0	84.63
47102	Japan	2021-04-26	4521.822	25.957	0.229	1.13	86.292	0.664	2.6	1.87	0.73	126476458.0	84.63
47103	Japan	2021-04-27	4561.086	39.264	0.498	1.12	86.932	0.641	2.81	2.06	0.75	126476458.0	84.63
47104	Japan	2021-04-28	4591.099	30.013	0.166	1.11	87.471	0.538	3.06	2.27	0.79	126476458.0	84.63
